ln_hf,rsa_mssd,vlf,vlf_mssd,ln_vlf,lf,lf_var,lf_mssd,lf_autocorr,ln_lf,ln_lf_mssd,ln_lf_autocorr,p_pow,p_pow_var,p_pow_autocorr,p_hz_autocorr,sdnn,sdnn_autocorr,t_pow,t_pow_autocorr,d_pow,d_pow_var,d_pow_autocorr,hf,hf_p,p_pow,coh_ratio,t_pow,label
-1.633830324111085,-0.4990900783789708,-0.495053062976909,-0.24088867554891918,-1.0559200144814918,-0.7870794100398385,-0.36697090082560296,-0.2957152569135414,-0.06237176825660937,-1.2622120599030686,0.3747983487323676,-0.3896584742917298,-0.7488640801397218,-0.3572586048016643,1.0649187041504056,1.2421390123705947,-0.8901984007448535,1.1772808279713183,-0.6484976489131251,0.926382119456275,-0.5197784110785987,-0.25031612583813106,0.5146747772671026,-43.993899578516285,-56.56555380255398,-15.618380264496237,-36.75728574976521,33.547443869448266,1
-1.6063267425959367,-0.4954654402247969,-0.539137216317889,-0.24489164870639568,-1.5284791236703301,-0.8394623873948472,-0.3692814052887168,-0.25580770370032657,-3.5365445522660814,-1.5591292285262923,3.1128071718354358,-3.5300830688960896,-0.7659357776498955,-0.362700660163044,-2.3855108789717643,-2.4406828675722294,-0.8978263811269824,0.9582317612753286,-0.6816506048332865,-3.1588276133195485,-0.5174200070419654,-0.2520021937230041,-2.840408912582563,-41.28915621557388,-45.58627584547009,-24.53993811271592,-31.03742759487927,10.58916227584947,1
-1.5412091773355518,-0.5005928005401344,-0.543944761095391,-0.2449387502963493,-1.6236247276442515,-0.8403857945375615,-0.3707851551492256,-0.2559023451971432,-4.255374504562092,-1.5639165734366518,3.6061834351443935,-4.490043226940376,-0.7691062956866672,-0.3627910831158991,-2.8397089405562825,-3.684417107589207,-0.9182381029067861,1.0252019214349914,-0.6823533278085209,-3.195777511136442,-0.5023971382075622,-0.25085948561783944,-3.8446016558070837,-8.024224253138295,-25.538039803377483,-13.277831959849095,-30.420193310657083,24.579050572263597,1
-1.3568037282500645,-0.4985221585321223,-0.5404335806722389,-0.2447461247019612,-1.5554348510161482,-0.8284583994100071,-0.36865924329069716,-0.27556968584518404,-1.7264403200829044,-1.4908380299095827,2.193479743130794,-2.059081361605297,-0.7387329705379039,-0.3423687522319633,1.2484989433387195,1.3470586925486994,-0.9025061860077501,1.178342374330495,-0.669759402645716,0.7696311255600871,-0.5246112372687508,-0.25142329702919597,-0.3882081623126257,34.029508867518075,-11.41159080123748,15.74619265521115,-22.711859432519983,44.920508271199886,1
-0.4753180198985248,-0.4640129197728541,-0.5292784826345905,-0.24463006285716793,-1.3642988470331556,-0.8167538552655358,-0.37489774799726305,-0.30919401595438767,0.6560585152167221,-1.4145017869106775,-0.503918160873608,0.6244328779097352,-0.6460120890642502,-0.35861834635091006,0.8734679811860396,1.3471321164675538,-0.8552654709695812,-1.0318875929391573,-0.6219550668098712,-1.6714233262493772,-0.5297458988624034,-0.2522212691900815,-1.4131156460074978,116.78158026421583,6.596199885110088,102.41175201272324,-2.232140255537691,105.58871099833247,1
-0.6116847959010727,-0.49521460530118355,-0.5335815372610113,-0.2448807516693007,-1.4285879324461077,-0.810874763913549,-0.3747342678221001,-0.3077465413341793,0.3624391511125807,-1.381497672938674,-0.4475637015762471,0.4075756529635182,-0.6263283644936946,-0.3619797500810461,0.783913624158795,-0.1329176851865031,-0.8862596190622869,1.1358239160150538,-0.6311090224230018,0.5635804455668626,-0.5388896967473882,-0.2525906835430721,-1.5840948753259447,9.230282415032836,-28.83742446434649,88.68428053041664,23.29280716111738,53.11669458207678,1
-1.1561603121466555,-0.5939043420388379,-0.4545937806889027,-0.1953768376110246,-1.9898843183813248,-0.7677139902494816,-0.14186357731005267,-0.25433520440449703,-0.3316734736806805,-1.975102749533278,-0.3130502873413315,-0.404053885201767,-0.5671026394090334,-0.17851370153469842,-0.6917956940701231,-0.2978849392201042,-0.902039204346692,0.9496098915210771,-0.6924675809672053,-0.03975141915723962,-0.4169339726730977,-0.11134134137867302,-1.2208449740520673,-20.94737370732062,4.421093103190018,-20.27369635628816,4.515611779608351,-23.862521510246943,-1
-1.1122380058854213,-0.600890238103752,-0.46354853934006074,-0.19541673046845992,-2.322508339593146,-0.7821865119935121,-0.1417891223204988,-0.25459461622989593,0.7504223787684731,-2.2042503827489153,-0.43376047035654136,0.7361646305524201,-0.5638807020016912,-0.17854128258737265,-0.6566433718010307,-1.7325874020178924,-0.9022305177792506,1.0291548888659068,-0.7007382110579231,-0.2811103885366154,-0.42763738319320654,-0.11135677146003843,-3.289332672445884,-15.0266407349458,14.873433688129856,-7.266681072928896,24.26659881846204,-24.61347452050554,-1
-1.0641799384652888,-0.4385174520776799,-0.46169400860876764,-0.19424549805616553,-2.2490213455408155,-0.7854120488823253,-0.14153927836720281,-0.24725797836462035,-3.148721141034134,-2.268967395621502,5.511895272590312,-3.2844407736442647,-0.5612459105265174,-0.17837132498197567,-1.7342413134295585,-0.6070875447777764,-0.895875633955958,-1.60958961226829,-0.6990469698644405,-2.2103852260139885,-0.3964381443707218,-0.1111572825181054,0.10451714843918677,33.785383223779185,52.02872853182578,16.324306907391765,32.99015290666182,-12.14093767363173,-1
-1.181417397840466,-0.5350028118989086,-0.43857802620772357,-0.19486074225478492,-1.5970504011875102,-0.7842882450335863,-0.14176467492408548,-0.2537779097594339,-0.33290573015744174,-2.2424879064951106,0.3149088637255836,-0.23974669561978698,-0.5717839419172873,-0.17839524885113678,-0.0006230726229695259,-0.21493343700440817,-0.9144277350471605,-0.5631373918490589,-0.6932379664001613,-1.0817497062784012,-0.42127708434079775,-0.11125565786847025,-0.24920693097252505,27.699933621591967,30.679250520338343,-9.874621911490824,-8.038025219744577,-1.8641915472691344,-1
